Time (s),x,y,z
38.251,-0.32,-0.89,0.19
38.256,-0.29,-0.83,0.16
38.265,-0.27,-0.74,0.17
38.268,-0.26,-0.66,0.15
38.271,-0.25,-0.57,0.1
38.316,-0.21,-0.5,0.02
38.318,-0.18,-0.42,-0.02
38.32,-0.16,-0.34,-0.09
38.321,-0.13,-0.26,-0.12
38.323,-0.11,-0.19,-0.15
38.325,-0.08,-0.13,-0.14
38.326,-0.05,-0.09,-0.15
38.328,-0.03,-0.08,-0.15
38.33,-0.01,-0.05,-0.13
38.332,0.01,-0.05,-0.14
38.334,-0.01,-0.02,-0.14
38.335,-0.01,0,-0.13
38.336,-0.02,0.01,-0.14
38.345,-0.03,0.04,-0.14
38.347,-0.02,0.06,-0.13
38.35,-0.01,0.07,-0.15
38.356,-0.01,0.09,-0.14
38.365,-0.01,0.13,-0.12
38.367,0.01,0.16,-0.09
38.37,0.03,0.17,-0.07
38.374,0.05,0.17,-0.08
38.408,0.08,0.18,-0.04
38.409,0.09,0.19,-0.04
38.41,0.13,0.2,0
38.412,0.17,0.21,0.02
38.413,0.18,0.21,0.06
38.414,0.2,0.22,0.11
38.415,0.22,0.2,0.14
38.416,0.24,0.2,0.16
38.419,0.27,0.19,0.19
38.424,0.3,0.17,0.19
38.434,0.3,0.14,0.23
38.436,0.32,0.11,0.24
38.439,0.29,0.07,0.28
38.45,0.25,-0.01,0.29
38.452,0.2,-0.1,0.26
38.454,0.14,-0.21,0.25
38.493,0.01,-0.35,0.29
38.494,-0.18,-0.57,0.45
38.496,-0.44,-0.78,0.67
38.497,-0.69,-0.95,1.03
38.498,-0.99,-1.13,1.59
38.5,-1.39,-1.36,1.98
38.502,-1.87,-1.47,1.93
38.504,-2,-1.56,1.47
38.505,-2,-1.65,0.72
38.507,-2,-1.72,0.09
38.509,-2,-1.81,-0.27
38.519,-2,-1.87,-0.25
38.521,-2,-1.86,0.11
38.523,-2,-1.64,0.53
38.533,-1.77,-1.35,0.86
38.534,-1.39,-1.07,1.01
38.538,-1.1,-0.84,0.98
38.547,-0.88,-0.66,0.85
38.55,-0.72,-0.52,0.74
38.554,-0.55,-0.45,0.59
38.598,-0.41,-0.4,0.57
38.599,-0.3,-0.4,0.53
38.6,-0.16,-0.42,0.53
38.602,-0.03,-0.56,0.54
38.603,0.15,-0.78,0.42
38.604,0.33,-1.05,0.28
38.606,0.48,-1.35,0.17
38.607,0.56,-1.57,0.12
38.608,0.6,-1.71,0.09
38.61,0.58,-1.7,0.09
38.611,0.45,-1.55,0.09
38.62,0.27,-1.34,0.13
38.621,0.02,-1.13,0.19
38.623,-0.45,-0.88,0.25
38.631,-1.07,-0.85,0.04
38.633,-1.38,-1.12,-0.4
38.638,-1.29,-1.51,-0.54
38.647,-1.04,-1.73,-0.38
38.648,-0.75,-1.7,-0.1
38.653,-0.44,-1.45,0.19
38.657,-0.17,-1.14,0.57
38.705,-0.02,-0.85,0.87
38.707,0.03,-0.65,0.75
38.709,0.02,-0.56,0.41
38.711,-0.01,-0.57,0.09
38.713,0,-0.61,-0.15
38.714,0.01,-0.67,-0.24
38.716,0.03,-0.74,-0.3
38.718,0.01,-0.81,-0.29
38.719,0.01,-0.88,-0.29
38.721,0,-0.95,-0.28
38.723,0,-1.03,-0.27
38.724,-0.02,-1.13,-0.28
38.725,-0.04,-1.24,-0.29
38.727,-0.07,-1.33,-0.27
38.735,-0.11,-1.43,-0.26
38.736,-0.18,-1.52,-0.29
38.748,-0.28,-1.61,-0.27
38.75,-0.37,-1.67,-0.27
38.752,-0.48,-1.71,-0.24
38.756,-0.56,-1.73,-0.23
38.802,-0.64,-1.7,-0.21
38.805,-0.71,-1.64,-0.18
38.807,-0.78,-1.55,-0.15
38.808,-0.83,-1.44,-0.13
38.81,-0.87,-1.32,-0.12
38.812,-0.88,-1.21,-0.1
38.814,-0.89,-1.11,-0.07
38.815,-0.89,-1.01,-0.07
38.816,-0.86,-0.92,-0.02
38.818,-0.82,-0.85,-0.02
38.819,-0.79,-0.78,-0.04
38.82,-0.75,-0.72,-0.02
38.822,-0.71,-0.66,-0.01
38.831,-0.65,-0.63,-0.01
38.833,-0.61,-0.6,-0.01
38.834,-0.57,-0.59,-0.04
38.84,-0.53,-0.6,-0.06
38.851,-0.5,-0.61,-0.06
38.853,-0.48,-0.61,-0.05
38.855,-0.47,-0.64,-0.04
38.896,-0.46,-0.65,-0.07
38.898,-0.42,-0.67,-0.07
38.899,-0.42,-0.68,-0.1
38.901,-0.41,-0.69,-0.15
38.902,-0.43,-0.68,-0.14
38.904,-0.43,-0.69,-0.15
38.905,-0.45,-0.7,-0.14
38.906,-0.45,-0.69,-0.16
38.908,-0.44,-0.69,-0.15
38.909,-0.44,-0.68,-0.15
38.911,-0.45,-0.66,-0.14
38.919,-0.46,-0.66,-0.16
38.922,-0.45,-0.65,-0.15
38.934,-0.44,-0.65,-0.13
38.935,-0.43,-0.66,-0.14
38.936,-0.4,-0.65,-0.12
38.938,-0.37,-0.65,-0.09
38.946,-0.32,-0.66,-0.07
38.948,-0.3,-0.66,-0.03
38.954,-0.28,-0.67,0
38.994,-0.26,-0.68,0.01
38.996,-0.23,-0.69,0.01
38.997,-0.21,-0.69,-0.02
38.998,-0.18,-0.72,-0.05
39,-0.17,-0.72,-0.06
39.001,-0.17,-0.74,-0.09
39.003,-0.17,-0.75,-0.09
39.004,-0.16,-0.75,-0.11
39.005,-0.18,-0.76,-0.11
39.007,-0.17,-0.74,-0.11
39.008,-0.17,-0.74,-0.09
39.017,-0.18,-0.74,-0.07
39.019,-0.18,-0.75,-0.05
39.022,-0.17,-0.76,-0.04
39.03,-0.19,-0.77,-0.03
39.032,-0.25,-0.8,-0.02
39.038,-0.32,-0.83,-0.01
39.048,-0.42,-0.86,0.03
39.049,-0.5,-0.89,0.06
39.053,-0.56,-0.94,0.08
39.066,-0.62,-0.98,0.11
39.068,-0.67,-1,0.16
39.069,-0.7,-1.03,0.19
39.072,-0.74,-1.04,0.21
39.118,-0.78,-1.05,0.22
39.119,-0.81,-1.04,0.24
39.121,-0.84,-1.02,0.23
39.122,-0.86,-1,0.2
39.124,-0.9,-0.97,0.2
39.126,-0.93,-0.95,0.16
39.127,-0.98,-0.92,0.13
39.129,-1.02,-0.88,0.08
39.13,-1.03,-0.88,0.05
39.132,-1.04,-0.88,0.03
39.134,-1.03,-0.9,0
39.135,-0.99,-0.93,-0.02
39.137,-0.95,-0.98,-0.08
39.146,-0.92,-1.04,-0.13
39.148,-0.9,-1.1,-0.15
39.152,-0.88,-1.16,-0.14
39.156,-0.88,-1.2,-0.13
39.164,-0.89,-1.22,-0.1
39.166,-0.92,-1.2,-0.07
39.171,-0.95,-1.13,-0.01
39.222,-0.98,-1.05,0.03
39.224,-1.04,-0.97,0.1
39.225,-1.08,-0.91,0.12
39.227,-1.14,-0.87,0.14
39.228,-1.19,-0.84,0.19
39.229,-1.2,-0.84,0.2
39.231,-1.18,-0.83,0.22
39.232,-1.12,-0.83,0.26
39.233,-1.04,-0.86,0.3
39.235,-0.95,-0.86,0.37
39.236,-0.9,-0.88,0.41
39.237,-0.85,-0.91,0.44
39.239,-0.83,-0.94,0.48
39.24,-0.85,-0.98,0.47
39.249,-0.92,-1.05,0.44
39.25,-1,-1.14,0.38
39.255,-1.05,-1.26,0.3
39.265,-1.03,-1.38,0.24
39.266,-0.94,-1.53,0.25
39.27,-0.8,-1.71,0.33
39.303,-0.66,-1.86,0.41
39.306,-0.51,-1.94,0.35
39.309,-0.37,-1.99,0.17
39.31,-0.25,-2,-0.1
39.312,-0.18,-2,-0.36
39.314,-0.12,-2,-0.66
39.315,-0.12,-2,-0.87
39.317,-0.11,-2,-1.02
39.319,-0.09,-2,-1.05
39.32,-0.06,-2,-1
39.331,-0.01,-2,-0.84
39.333,0.03,-2,-0.55
39.334,0.09,-2,-0.12
39.345,0.11,-1.96,0.39
39.346,-0.07,-1.62,0.67
39.349,-0.26,-1.4,0.73
39.353,-0.39,-1.22,0.73
39.362,-0.41,-1.13,0.68
39.364,-0.38,-1.05,0.54
39.37,-0.33,-0.99,0.39
39.379,-0.3,-0.92,0.21
39.381,-0.3,-0.85,0.05
39.383,-0.33,-0.8,-0.1
39.388,-0.36,-0.79,-0.2
39.449,-0.37,-0.76,-0.25
39.453,-0.42,-0.73,-0.28
39.455,-0.46,-0.7,-0.23
39.457,-0.51,-0.65,-0.18
39.458,-0.52,-0.62,-0.11
39.46,-0.52,-0.58,-0.06
39.462,-0.51,-0.58,-0.03
39.463,-0.46,-0.56,-0.07
39.465,-0.42,-0.56,-0.06
39.466,-0.34,-0.55,-0.05
39.468,-0.28,-0.54,-0.09
39.469,-0.22,-0.53,-0.11
39.471,-0.17,-0.51,-0.15
39.477,-0.17,-0.48,-0.14
39.478,-0.15,-0.43,-0.14
39.48,-0.15,-0.38,-0.14
39.483,-0.13,-0.34,-0.16
39.484,-0.12,-0.29,-0.18
39.486,-0.11,-0.25,-0.19
39.487,-0.1,-0.23,-0.17
39.5,-0.09,-0.21,-0.17
39.501,-0.07,-0.22,-0.17
39.504,-0.06,-0.22,-0.16
39.513,-0.03,-0.23,-0.18
39.514,-0.01,-0.25,-0.18
39.527,0.01,-0.27,-0.15
39.529,0.02,-0.29,-0.14
39.53,0.02,-0.29,-0.13
39.534,0.02,-0.3,-0.14
39.536,0.03,-0.32,-0.17
39.576,0.03,-0.33,-0.17
39.591,0.03,-0.34,-0.2
39.593,0.04,-0.34,-0.23
39.595,0.06,-0.36,-0.26
39.596,0.08,-0.36,-0.27
39.598,0.1,-0.37,-0.3
39.599,0.13,-0.37,-0.32
39.601,0.16,-0.38,-0.3
39.602,0.19,-0.37,-0.3
39.603,0.25,-0.38,-0.27
39.605,0.3,-0.36,-0.22
39.606,0.37,-0.35,-0.15
39.608,0.43,-0.36,-0.14
39.609,0.52,-0.38,-0.11
39.61,0.47,-0.38,0.1
39.62,0.42,-0.38,0.18
39.622,0.3,-0.39,0.21
39.659,0.17,-0.44,0.17
39.661,0.05,-0.52,0.23
39.662,-0.09,-0.65,0.29
39.663,-0.26,-0.81,0.4
39.665,-0.46,-1,0.64
39.666,-0.73,-1.2,1.04
39.668,-1.09,-1.56,2
39.669,-1.92,-2,2
39.671,-2,-2,2
39.672,-2,-2,1.37
39.683,-2,-2,0.59
39.685,-2,-2,0.5
39.686,-2,-2,0.36
39.728,-2,-2,0.81
39.73,-2,-1.96,1.26
39.732,-1.44,-1.34,1.41
39.734,-1.02,-0.92,1.24
39.735,-0.75,-0.61,0.95
39.737,-0.58,-0.35,0.68
39.739,-0.46,-0.18,0.5
39.74,-0.32,-0.1,0.44
39.741,-0.21,-0.08,0.35
39.743,-0.07,-0.14,0.32
39.744,0.07,-0.25,0.27
39.746,0.22,-0.39,0.22
39.755,0.3,-0.58,0.06
39.756,0.35,-0.77,-0.21
39.758,0.33,-0.85,-0.52
39.764,0.28,-0.84,-0.77
39.768,0.22,-0.77,-0.87
39.781,0.2,-0.76,-0.84
39.784,0.21,-0.77,-0.83
39.786,0.23,-0.81,-0.92
39.831,0.23,-0.91,-1.02
39.833,0.19,-1.05,-1.06
39.835,0.12,-1.27,-1.03
39.836,0.03,-1.51,-0.93
39.842,-0.13,-1.78,-0.75
39.844,-0.43,-1.99,-0.43
39.845,-1.16,-2,0.72
39.846,-1.73,-2,2
39.848,-1.82,-2,2
39.85,-1.45,-1.67,1.57
39.851,-0.89,-1.31,0.94
39.853,-0.4,-1.13,0.36
39.855,-0.12,-0.98,-0.02
39.857,0.04,-0.87,-0.2
39.858,0.09,-0.77,-0.25
39.869,0.11,-0.71,-0.25
39.872,0.15,-0.69,-0.26
39.874,0.16,-0.71,-0.29
39.885,0.19,-0.74,-0.33
39.886,0.19,-0.78,-0.38
39.888,0.18,-0.81,-0.42
39.928,0.18,-0.88,-0.45
39.93,0.17,-0.95,-0.44
39.932,0.17,-1.02,-0.46
39.933,0.16,-1.12,-0.46
39.935,0.15,-1.22,-0.46
39.936,0.14,-1.3,-0.48
39.938,0.16,-1.38,-0.48
39.939,0.14,-1.43,-0.47
39.941,0.09,-1.46,-0.44
39.943,0.01,-1.42,-0.36
39.944,-0.06,-1.37,-0.3
39.952,-0.16,-1.33,-0.23
39.954,-0.25,-1.28,-0.17
39.962,-0.33,-1.24,-0.13
39.963,-0.4,-1.2,-0.11
39.966,-0.47,-1.18,-0.19
40.002,-0.55,-1.15,-0.26
40.003,-0.62,-1.12,-0.28
40.005,-0.7,-1.08,-0.3
40.006,-0.76,-1.02,-0.28
40.008,-0.81,-0.96,-0.27
40.009,-0.84,-0.88,-0.23
40.01,-0.86,-0.77,-0.19
40.011,-0.87,-0.7,-0.12
40.013,-0.87,-0.62,-0.05
40.02,-0.84,-0.56,0.02
40.021,-0.78,-0.51,0.09
40.029,-0.73,-0.5,0.14
40.031,-0.64,-0.52,0.15
40.036,-0.55,-0.54,0.15
40.043,-0.49,-0.55,0.12
40.045,-0.42,-0.56,0.14
40.05,-0.37,-0.57,0.14
40.055,-0.34,-0.57,0.1
40.065,-0.32,-0.59,0.1
40.067,-0.3,-0.62,0.06
40.07,-0.29,-0.64,0.05
40.082,-0.28,-0.68,0.03
40.084,-0.28,-0.73,0
40.086,-0.27,-0.75,-0.05
40.13,-0.26,-0.77,-0.1
40.131,-0.25,-0.79,-0.16
40.133,-0.24,-0.81,-0.17
40.134,-0.23,-0.82,-0.2
40.136,-0.23,-0.83,-0.23
40.137,-0.22,-0.83,-0.23
40.139,-0.21,-0.82,-0.22
40.141,-0.22,-0.82,-0.23
40.142,-0.21,-0.79,-0.19
40.144,-0.26,-0.76,-0.12
40.145,-0.3,-0.74,-0.06
40.147,-0.38,-0.73,0.01
40.156,-0.47,-0.72,0.08
40.157,-0.55,-0.73,0.15
40.159,-0.64,-0.76,0.21
40.164,-0.7,-0.79,0.29
40.17,-0.72,-0.81,0.36
40.177,-0.73,-0.81,0.4
40.179,-0.73,-0.82,0.4
40.184,-0.72,-0.8,0.35
40.22,-0.7,-0.8,0.28
40.221,-0.68,-0.79,0.16
40.223,-0.65,-0.78,0.08
40.224,-0.62,-0.79,-0.02
40.226,-0.63,-0.82,-0.08
40.227,-0.64,-0.85,-0.11
40.228,-0.66,-0.87,-0.14
40.229,-0.69,-0.89,-0.15
40.23,-0.73,-0.91,-0.13
40.238,-0.76,-0.93,-0.13
40.24,-0.78,-0.95,-0.12
40.243,-0.81,-0.94,-0.09
40.248,-0.86,-0.92,-0.07
40.252,-0.91,-0.89,-0.04
40.261,-0.93,-0.86,-0.03
40.263,-0.91,-0.82,0
40.268,-0.9,-0.82,0.03
40.279,-0.87,-0.84,0.05
40.28,-0.85,-0.88,0.06
40.282,-0.81,-0.93,0.08
40.287,-0.77,-0.98,0.07
40.328,-0.75,-1.03,0.07
40.33,-0.74,-1.05,0.07
40.331,-0.76,-1.08,0.06
40.333,-0.79,-1.08,0.05
40.334,-0.84,-1.08,0.02
40.335,-0.9,-1.04,-0.01
40.337,-0.94,-0.99,-0.06
40.338,-0.98,-0.93,-0.1
40.34,-1.01,-0.87,-0.1
40.341,-1.02,-0.82,-0.1
40.342,-1.02,-0.78,-0.09
40.35,-1,-0.75,-0.01
40.351,-0.96,-0.74,0.08
40.362,-0.91,-0.72,0.2
40.364,-0.84,-0.74,0.34
40.367,-0.78,-0.76,0.49
40.38,-0.74,-0.81,0.62
40.381,-0.7,-0.84,0.74
40.384,-0.67,-0.89,0.86
40.387,-0.65,-0.96,0.91
40.44,-0.69,-1.01,0.91
40.442,-0.75,-1.08,0.77
40.444,-0.87,-1.15,0.6
40.445,-0.97,-1.26,0.43
40.446,-1.02,-1.37,0.27
40.447,-0.96,-1.5,0.18
40.449,-0.81,-1.66,0.16
40.45,-0.6,-1.84,0.19
40.451,-0.45,-1.95,0.19
40.453,-0.3,-2,0.05
40.454,-0.21,-2,-0.15
40.455,-0.15,-2,-0.37
40.457,-0.09,-2,-0.63
40.458,-0.03,-2,-0.84
40.467,0.02,-2,-0.96
40.468,0.1,-2,-0.96
40.47,0.16,-2,-0.81
40.478,0.23,-2,-0.59
40.479,0.29,-2,-0.33
40.485,0.31,-2,-0.05
40.528,0.28,-2,0.26
40.53,0.13,-1.9,0.45
40.531,-0.11,-1.65,0.48
40.533,-0.3,-1.41,0.45
40.534,-0.43,-1.22,0.41
40.536,-0.51,-1.07,0.39
40.538,-0.56,-0.95,0.36
40.54,-0.55,-0.87,0.35
40.541,-0.5,-0.82,0.26
40.543,-0.52,-0.77,0.19
40.544,-0.55,-0.72,0.1
40.545,-0.6,-0.69,0.06
40.556,-0.65,-0.7,0.04
40.558,-0.66,-0.7,0.06
40.559,-0.66,-0.7,0.01
40.564,-0.64,-0.68,-0.01
40.569,-0.62,-0.66,-0.01
40.579,-0.61,-0.63,-0.01
40.581,-0.58,-0.59,0
40.584,-0.54,-0.58,-0.05
40.635,-0.49,-0.56,-0.08
40.638,-0.47,-0.55,-0.12
40.64,-0.41,-0.53,-0.12
40.642,-0.38,-0.49,-0.13
40.644,-0.34,-0.47,-0.15
40.645,-0.31,-0.44,-0.16
40.647,-0.27,-0.4,-0.17
40.648,-0.25,-0.38,-0.16
40.65,-0.21,-0.36,-0.15
40.652,-0.18,-0.35,-0.15
40.654,-0.15,-0.34,-0.17
40.655,-0.12,-0.33,-0.14
40.656,-0.1,-0.32,-0.16
40.658,-0.07,-0.32,-0.16
40.659,-0.04,-0.33,-0.13
40.667,0,-0.33,-0.14
40.669,0.02,-0.33,-0.15
40.679,0.05,-0.33,-0.15
40.681,0.06,-0.33,-0.13
40.683,0.08,-0.33,-0.17
40.744,0.11,-0.33,-0.15
40.747,0.12,-0.32,-0.17
40.748,0.15,-0.32,-0.17
40.749,0.16,-0.31,-0.19
40.751,0.17,-0.32,-0.23
40.753,0.18,-0.31,-0.22
40.754,0.17,-0.31,-0.24
40.755,0.18,-0.3,-0.25
40.756,0.19,-0.28,-0.27
40.758,0.24,-0.27,-0.28
40.759,0.25,-0.27,-0.27
40.76,0.28,-0.26,-0.27
40.761,0.32,-0.27,-0.24
40.763,0.37,-0.28,-0.19
40.764,0.41,-0.27,-0.18
40.766,0.44,-0.27,-0.21
40.767,0.46,-0.29,-0.19
40.775,0.42,-0.28,-0.15
40.777,0.35,-0.27,-0.13
40.781,0.28,-0.28,-0.06
40.787,0.2,-0.33,0.04
40.796,0.13,-0.43,0.1
40.798,0.09,-0.56,0.18
40.801,0.05,-0.71,0.25
40.855,-0.04,-0.9,0.38
40.857,-0.19,-1.11,0.59
40.858,-0.35,-1.38,0.83
40.86,-0.61,-1.7,1.2
40.862,-0.98,-2,1.79
40.863,-1.63,-2,2
40.865,-2,-2,2
40.866,-2,-2,2
40.868,-2,-2,1.54
40.869,-2,-2,0.6
40.872,-2,-2,0.33
40.874,-2,-2,0.61
40.875,-1.94,-1.47,0.9
40.877,-1.27,-1.08,0.96
40.878,-0.85,-0.82,0.76
40.887,-0.6,-0.62,0.51
40.889,-0.43,-0.43,0.33
40.89,-0.3,-0.24,0.24
40.913,-0.17,-0.15,0.26
40.915,-0.08,-0.13,0.3
40.916,0.04,-0.18,0.31
40.918,0.15,-0.36,0.24
40.92,0.25,-0.62,0.09
40.921,0.3,-0.83,-0.06
40.961,0.32,-0.98,-0.22
40.962,0.31,-1.02,-0.31
40.964,0.31,-1.04,-0.4
40.965,0.32,-1.09,-0.4
40.966,0.37,-1.14,-0.39
40.967,0.41,-1.24,-0.35
40.969,0.47,-1.38,-0.22
40.97,0.54,-1.59,0.01
40.972,0.63,-1.83,0.43
40.973,0.44,-1.91,0.1
40.975,0.01,-1.85,-0.2
40.983,-0.31,-1.82,-0.17
40.984,-0.58,-1.7,-0.11
41.021,-0.82,-1.51,0
41.023,-0.96,-1.29,0.02
41.024,-0.92,-1.11,0.03
41.026,-0.83,-0.98,0.03
41.027,-0.73,-0.88,-0.01
41.029,-0.65,-0.82,-0.05
41.03,-0.6,-0.79,-0.13
41.032,-0.55,-0.76,-0.2
41.033,-0.51,-0.73,-0.27
41.035,-0.48,-0.71,-0.3
41.044,-0.41,-0.73,-0.31
41.045,-0.32,-0.77,-0.33
41.049,-0.23,-0.82,-0.36
41.064,-0.18,-0.9,-0.39
41.068,-0.14,-1,-0.44
41.07,-0.09,-1.12,-0.48
41.073,-0.06,-1.23,-0.53
41.075,-0.05,-1.36,-0.58
41.087,-0.04,-1.47,-0.62
41.088,-0.05,-1.57,-0.66
41.09,-0.07,-1.64,-0.64
41.093,-0.1,-1.65,-0.61
41.098,-0.17,-1.61,-0.56
41.149,-0.23,-1.51,-0.5
41.151,-0.28,-1.39,-0.44
41.153,-0.33,-1.28,-0.37
41.154,-0.36,-1.19,-0.3
41.156,-0.42,-1.11,-0.25
41.157,-0.46,-1.04,-0.19
41.158,-0.5,-1,-0.14
41.159,-0.54,-0.95,-0.11
41.161,-0.58,-0.91,-0.08
41.162,-0.61,-0.85,-0.05
41.163,-0.63,-0.81,-0.02
41.164,-0.64,-0.76,0.02
41.165,-0.66,-0.71,0.04
41.174,-0.65,-0.66,0.06
41.175,-0.63,-0.64,0.09
41.177,-0.57,-0.62,0.08
41.182,-0.51,-0.62,0.1
41.192,-0.45,-0.64,0.13
41.193,-0.39,-0.65,0.15
41.197,-0.34,-0.67,0.16
41.202,-0.3,-0.7,0.15
41.235,-0.26,-0.69,0.14
41.237,-0.21,-0.7,0.1
41.238,-0.2,-0.71,0.09
41.24,-0.18,-0.71,0.04
41.241,-0.18,-0.73,0.02
41.243,-0.2,-0.75,0.01
41.244,-0.22,-0.77,-0.01
41.245,-0.23,-0.8,-0.05
41.247,-0.24,-0.81,-0.1
41.251,-0.27,-0.84,-0.13
41.26,-0.28,-0.84,-0.16
41.262,-0.3,-0.83,-0.19
41.267,-0.31,-0.81,-0.21
41.277,-0.33,-0.78,-0.22
41.279,-0.35,-0.76,-0.21
41.281,-0.37,-0.71,-0.21
41.286,-0.38,-0.67,-0.17
41.294,-0.41,-0.65,-0.13
41.296,-0.4,-0.63,-0.11
41.301,-0.4,-0.62,-0.07
41.345,-0.43,-0.6,-0.03
41.346,-0.43,-0.6,0.03
41.349,-0.46,-0.62,0.08
41.35,-0.49,-0.65,0.13
41.352,-0.51,-0.68,0.15
41.353,-0.54,-0.7,0.21
41.354,-0.56,-0.73,0.22
41.356,-0.59,-0.74,0.23
41.357,-0.62,-0.75,0.21
41.358,-0.66,-0.74,0.18
41.36,-0.69,-0.74,0.13
41.361,-0.71,-0.72,0.11
41.368,-0.73,-0.73,0.07
41.37,-0.75,-0.74,0.03
41.377,-0.76,-0.76,0.02
41.379,-0.77,-0.78,0
41.385,-0.79,-0.8,-0.02
41.448,-0.79,-0.82,-0.01
41.455,-0.81,-0.83,-0.01
41.458,-0.82,-0.83,-0.01
41.46,-0.83,-0.82,0
41.461,-0.87,-0.78,0.02
41.464,-0.89,-0.75,0.04
41.467,-0.93,-0.71,0.04
41.47,-0.97,-0.66,0.04
41.472,-0.99,-0.64,0.04
41.474,-1,-0.64,0.06
41.477,-1.02,-0.65,0.06
41.479,-1.02,-0.68,0.04
41.481,-1.01,-0.73,0.05
41.483,-1.01,-0.77,0.04
41.485,-1.02,-0.8,0.02
41.487,-1.05,-0.83,0.02
41.489,-1.09,-0.84,0
41.491,-1.16,-0.84,-0.03
41.493,-1.23,-0.86,-0.01
41.495,-1.3,-0.87,-0.02
41.498,-1.35,-0.86,0.03
41.503,-1.4,-0.85,0.04
41.505,-1.4,-0.82,0.14
41.506,-1.32,-0.81,0.23
41.508,-1.22,-0.81,0.35
41.527,-1.12,-0.84,0.48
41.529,-1.04,-0.91,0.67
41.53,-0.97,-1,0.77
41.531,-0.9,-1.15,0.99
41.534,-0.85,-1.36,1.14
41.544,-0.86,-1.51,1.05
41.546,-0.85,-1.64,0.93
41.548,-0.82,-1.76,0.75
41.594,-0.76,-1.94,0.56
41.595,-0.67,-2,0.38
41.597,-0.54,-2,0.21
41.598,-0.38,-2,0.04
41.6,-0.26,-2,-0.23
41.601,-0.17,-2,-0.56
41.604,-0.08,-2,-0.89
41.606,-0.03,-2,-1.22
41.608,0.09,-2,-1.42
41.609,0.19,-2,-1.44
41.611,0.29,-2,-1.29
41.613,0.41,-2,-0.87
41.615,0.52,-2,-0.34
41.625,0.61,-2,0.27
41.627,0.62,-2,0.65
41.628,0.45,-2,0.76
41.632,0.06,-1.61,0.62
41.671,-0.25,-1.38,0.45
41.672,-0.39,-1.26,0.37
41.674,-0.44,-1.12,0.3
41.675,-0.46,-0.97,0.25
41.677,-0.49,-0.88,0.16
41.678,-0.54,-0.78,0.11
41.679,-0.62,-0.71,0.04
41.681,-0.75,-0.66,0.05
41.682,-0.92,-0.61,0.1
41.684,-1.05,-0.6,0.12
41.686,-1.14,-0.61,0.1
41.694,-1.22,-0.59,0.02
41.696,-1.23,-0.55,-0.07
41.701,-1.18,-0.52,-0.13
41.741,-1.03,-0.49,-0.13
41.743,-0.82,-0.52,-0.1
41.745,-0.64,-0.52,-0.07
41.746,-0.53,-0.53,-0.05
41.748,-0.42,-0.54,-0.02
41.75,-0.33,-0.54,-0.02
41.753,-0.25,-0.54,-0.04
41.755,-0.21,-0.52,-0.07
41.757,-0.18,-0.48,-0.05
41.758,-0.15,-0.45,-0.05
41.76,-0.11,-0.41,-0.1
41.761,-0.09,-0.38,-0.14
41.771,-0.06,-0.36,-0.15
41.773,-0.04,-0.33,-0.17
41.776,0.02,-0.32,-0.18
41.781,0.05,-0.3,-0.21
41.785,0.1,-0.29,-0.22
41.794,0.14,-0.28,-0.24
41.796,0.18,-0.29,-0.23
41.801,0.23,-0.27,-0.22
41.841,0.26,-0.26,-0.23
41.843,0.28,-0.24,-0.21
41.844,0.31,-0.22,-0.22
41.846,0.31,-0.21,-0.21
41.847,0.33,-0.2,-0.21
41.848,0.34,-0.19,-0.23
41.849,0.36,-0.17,-0.22
41.85,0.37,-0.14,-0.21
41.852,0.38,-0.13,-0.2
41.853,0.38,-0.12,-0.19
41.855,0.38,-0.12,-0.22
41.864,0.4,-0.12,-0.21
41.865,0.42,-0.13,-0.19
41.876,0.43,-0.13,-0.2
41.878,0.44,-0.12,-0.18
41.879,0.45,-0.13,-0.15
41.884,0.46,-0.13,-0.13
41.893,0.46,-0.15,-0.13
41.895,0.47,-0.18,-0.19
41.899,0.37,-0.16,-0.15
41.937,0.24,-0.2,0
41.939,0.15,-0.24,0.06
41.941,0.1,-0.31,0.13
41.943,0.07,-0.41,0.21
41.945,0.03,-0.55,0.28
41.946,-0.04,-0.73,0.38
41.948,-0.13,-0.96,0.47
41.949,-0.27,-1.17,0.59
41.952,-0.52,-1.4,0.69
41.954,-0.86,-1.66,0.85
41.955,-1.26,-2,1.61
41.965,-2,-2,2
41.967,-2,-2,2
41.969,-2,-2,1.81
41.98,-2,-2,0.78
41.981,-2,-2,0.04
41.984,-2,-2,0.18
42.025,-2,-1.98,0.7
42.027,-1.63,-1.4,1.1
42.028,-1.09,-0.99,1.17
42.03,-0.78,-0.73,0.99
42.033,-0.59,-0.53,0.68
42.034,-0.43,-0.36,0.43
42.037,-0.3,-0.25,0.31
42.039,-0.19,-0.18,0.33
42.04,-0.05,-0.17,0.36
42.042,0.05,-0.22,0.35
42.044,0.16,-0.39,0.16
42.045,0.19,-0.6,-0.06
42.047,0.23,-0.76,-0.29
42.057,0.22,-0.83,-0.47
42.059,0.26,-0.84,-0.61
42.062,0.31,-0.82,-0.63
42.067,0.34,-0.82,-0.68
42.077,0.34,-0.85,-0.75
42.079,0.34,-0.96,-0.83
42.081,0.32,-1.08,-0.86
42.092,0.32,-1.25,-0.84
42.094,0.31,-1.44,-0.78
42.096,0.24,-1.65,-0.65
42.101,0.05,-1.87,-0.31
